year,tmID,playoff,GP,GS,minutes,points,oRebounds,dRebounds,assists,round,tmIDWinner,tmIDLoser,W,L,post_W,post_L,award,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,GS,minutes,points,oRebounds,dRebounds,assists
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,26,17,552,106,16,48,90
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,27,1,243,42,13,22,14
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,28,2,309,39,17,28,17
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,29,1,412,126,15,25,16
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,31,31,1016,431,64,132,73
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,32,17,530,158,8,51,66
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,2,451,174,28,34,18
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,25,680,276,30,55,43
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1059,497,84,209,80
9,LAS,Y,31,31,1016,431,64,132,73,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1109,610,84,229,113
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,23,21,638,354,56,95,49
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,25,1,269,94,27,40,6
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,25,24,815,328,60,184,64
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,28,6,339,151,17,24,24
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,29,0,197,69,14,27,8
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,30,13,640,306,33,103,54
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,31,26,520,97,17,40,69
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,33,3,353,71,11,22,46
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,33,33,1043,338,51,106,71
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,34,9,929,284,33,89,118
10,LAS,Y,33,33,1043,338,51,106,71,FR,LAS,SEA,2,1,3,3,,973,2264,435,550,152,512,365,883,1248,587,583,217,568,166,2533,903,2262,479,623,213,636,320,730,1050,516,622,300,463,115,2498,34,34,1182,441,46,153,78
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,6,0,45,11,0,2,3
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,14,3,154,65,12,28,4
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,25,0,496,208,47,96,26
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,27,0,335,129,38,35,18
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,29,29,809,154,30,82,132
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,31,31,816,425,52,116,66
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,31,31,947,488,31,63,51
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,32,5,380,101,2,18,36
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,34,0,336,121,18,35,24
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,34,2,458,191,8,50,14
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,34,5,518,131,14,43,97
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,34,30,646,223,25,51,31
9,NYL,Y,34,5,518,131,14,43,97,FR,NYL,CON,2,1,3,3,,912,2168,490,653,259,706,327,778,1105,551,655,290,547,117,2573,924,2163,516,674,174,485,352,823,1175,496,625,285,559,109,2538,34,34,961,326,50,159,49
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,2,0,5,0,0,1,0
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,4,0,31,7,3,4,3
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,8,0,32,8,2,2,2
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,20,0,94,35,10,9,2
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,23,0,200,36,5,18,24
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,30,2,343,107,12,34,44
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,31,31,966,532,15,97,123
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,32,32,1025,613,18,117,137
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,0,543,151,29,118,12
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,3,488,182,11,45,38
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1010,605,73,141,98
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1040,321,47,121,156
8,PHO,Y,4,0,31,7,3,4,3,CF,PHO,SAS,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1072,428,54,166,44
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,2,0,5,0,0,1,0
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,4,0,31,7,3,4,3
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,8,0,32,8,2,2,2
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,20,0,94,35,10,9,2
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,23,0,200,36,5,18,24
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,30,2,343,107,12,34,44
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,31,31,966,532,15,97,123
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,32,32,1025,613,18,117,137
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,0,543,151,29,118,12
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,3,488,182,11,45,38
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1010,605,73,141,98
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1040,321,47,121,156
8,PHO,Y,4,0,31,7,3,4,3,F,PHO,DET,3,2,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1072,428,54,166,44
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,2,0,5,0,0,1,0
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,4,0,31,7,3,4,3
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,8,0,32,8,2,2,2
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,20,0,94,35,10,9,2
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,23,0,200,36,5,18,24
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,30,2,343,107,12,34,44
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,31,31,966,532,15,97,123
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,32,32,1025,613,18,117,137
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,0,543,151,29,118,12
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,3,488,182,11,45,38
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1010,605,73,141,98
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1040,321,47,121,156
8,PHO,Y,4,0,31,7,3,4,3,FR,PHO,SEA,2,0,7,2,,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,34,34,1072,428,54,166,44
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,2,0,12,0,0,2,0
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,4,0,23,6,6,1,2
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,14,0,118,41,1,12,8
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,17,0,111,20,15,11,3
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,24,0,320,111,13,30,10
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,25,0,739,375,57,95,56
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,27,1,539,164,43,100,26
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,32,30,808,255,15,82,161
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,32,32,679,272,17,47,48
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,34,3,456,131,9,33,66
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,34,4,690,167,40,81,33
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,34,33,634,206,16,55,65
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,34,33,653,147,35,63,24
7,LAS,Y,34,33,653,147,35,63,24,FR,LAS,SEA,2,1,2,3,,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,34,34,1043,680,83,240,108
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,2,0,14,0,2,0,0
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,2,0,14,4,2,1,0
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,5,0,61,10,1,1,6
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,20,0,159,29,10,30,6
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,23,8,393,96,12,31,71
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,26,17,552,106,16,48,90
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,27,1,243,42,13,22,14
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,28,2,309,39,17,28,17
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,29,1,412,126,15,25,16
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,31,31,1016,431,64,132,73
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,32,17,530,158,8,51,66
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,2,451,174,28,34,18
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,25,680,276,30,55,43
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1059,497,84,209,80
9,LAS,Y,28,2,309,39,17,28,17,FR,LAS,SEA,2,1,3,3,,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,33,33,1109,610,84,229,113
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,2,0,18,2,0,2,4
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,3,0,25,12,2,3,2
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,3,0,41,19,4,3,0
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,21,0,120,22,3,12,13
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,24,0,186,100,23,19,10
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,27,0,181,72,15,25,6
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,27,25,680,266,44,114,23
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,31,9,613,148,40,56,14
10,IND,Y,31,9,613,148,40,56,14,CF,IND,DET,2,1,6,4,,890,2212,613,746,213,637,342,780,1122,527,692,373,531,117,2606,909,2118,529,692,154,483,318,849,1167,498,700,271,638,116,2501,31,31,1003,547,24,96,85
